Country	Referenced Country	Percentage
kyrgyzstan	kazakhstan	0.0
kyrgyzstan	kenya	0.0
kyrgyzstan	korea	0.0
kyrgyzstan	kosovo	0.0
kyrgyzstan	kuwait	0.0
kyrgyzstan	kyrgyzstan	0.0
kyrgyzstan	latvia	0.0
kyrgyzstan	lebanon	0.0
kyrgyzstan	libya	0.0
kyrgyzstan	lithuania	0.0
kyrgyzstan	luxembourg	0.0
kyrgyzstan	macau	0.0
kyrgyzstan	macedonia	0.0
kyrgyzstan	malaysia	0.0
kyrgyzstan	malta	0.0
kyrgyzstan	mauritius	0.0
kyrgyzstan	mexico	0.0
kyrgyzstan	moldova	0.0
kyrgyzstan	mongolia	0.0
kyrgyzstan	morocco	0.0
kyrgyzstan	myanmar	0.0
kyrgyzstan	namibia	0.0
kyrgyzstan	nepal	0.0
kyrgyzstan	netherlands	0.0
kyrgyzstan	new zealand	0.0
kyrgyzstan	niger	0.0
kyrgyzstan	nigeria	0.0
kyrgyzstan	north macedonia	0.0
kyrgyzstan	norway	0.0
kyrgyzstan	oman	0.0
kyrgyzstan	pakistan	0.0
kyrgyzstan	palestinian territory	0.0
kyrgyzstan	panama	0.0
kyrgyzstan	paraguay	0.0
kyrgyzstan	peru	0.0
kyrgyzstan	philippines	0.0
kyrgyzstan	poland	0.0
kyrgyzstan	portugal	0.0
kyrgyzstan	qatar	0.0
kyrgyzstan	reunion	0.0
kyrgyzstan	romania	0.0
kyrgyzstan	russia	0.0
kyrgyzstan	rwanda	0.0
kyrgyzstan	saint martin	0.0
kyrgyzstan	saudi arabia	0.0
kyrgyzstan	senegal	0.0
kyrgyzstan	serbia	0.0
kyrgyzstan	singapore	0.0
kyrgyzstan	slovakia	0.0
kyrgyzstan	slovenia	0.0
kyrgyzstan	south africa	0.0
kyrgyzstan	spain	100.0
kyrgyzstan	sri lanka	0.0
kyrgyzstan	sweden	0.0
kyrgyzstan	switzerland	0.0
kyrgyzstan	syria	0.0
kyrgyzstan	taiwan	0.0
kyrgyzstan	thailand	0.0
kyrgyzstan	togo	0.0
kyrgyzstan	tunisia	0.0
kyrgyzstan	turkey	0.0
kyrgyzstan	uganda	0.0
kyrgyzstan	ukraine	0.0
kyrgyzstan	united arab emirates	0.0
kyrgyzstan	united kingdom	0.0
kyrgyzstan	united states	0.0
kyrgyzstan	uruguay	0.0
kyrgyzstan	uzbekistan	0.0
kyrgyzstan	vietnam	0.0
kyrgyzstan	yemen	0.0
kyrgyzstan	zambia	0.0
kyrgyzstan	zimbabwe	0.0
latvia	algeria	0.0
latvia	anguilla	0.0
latvia	argentina	0.0
latvia	armenia	0.0
latvia	australia	2.242152466367713
latvia	austria	0.2242152466367713
latvia	azerbaijan	0.0
latvia	bahrain	0.0
latvia	bangladesh	0.0
latvia	belarus	0.0
latvia	belgium	0.672645739910314
latvia	bosnia and herzegovina	0.0
latvia	botswana	0.0
latvia	brazil	0.2242152466367713
latvia	brunei	0.0
latvia	bulgaria	0.2242152466367713
latvia	burkina faso	0.0
latvia	cambodia	0.0
latvia	cameroon	0.0
latvia	canada	1.7937219730941705
latvia	cape verde	0.0
latvia	chile	0.0
latvia	china	1.5695067264573992
latvia	colombia	0.0
latvia	costa rica	0.0
latvia	croatia	0.672645739910314
latvia	cuba	0.0
latvia	cyprus	0.0
latvia	czech republic	1.5695067264573992
latvia	czechia	0.2242152466367713
latvia	denmark	0.8968609865470852
latvia	djibouti	0.0
latvia	ecuador	0.0
latvia	egypt	0.0
latvia	equatorial guinea	0.0
latvia	estonia	0.672645739910314
latvia	ethiopia	0.0
latvia	fiji	0.0
latvia	finland	0.4484304932735426
latvia	france	3.3632286995515694
latvia	gabon	0.0
latvia	germany	8.52017937219731
latvia	ghana	0.0
latvia	greece	1.1210762331838564
latvia	guadeloupe	0.0
latvia	guatemala	0.0
latvia	guinea	0.0
latvia	haiti	0.0
latvia	hong kong	0.0
latvia	hungary	2.690582959641256
latvia	iceland	0.4484304932735426
latvia	india	0.4484304932735426
latvia	indonesia	0.2242152466367713
latvia	iran	0.2242152466367713
latvia	iraq	0.0
latvia	ireland	3.587443946188341
latvia	israel	1.1210762331838564
latvia	italy	5.15695067264574
latvia	jamaica	0.0
latvia	japan	2.690582959641256
latvia	jersey	0.0
latvia	jordan	0.0
latvia	kazakhstan	0.0
latvia	kenya	0.0
latvia	korea	0.4484304932735426
latvia	kosovo	0.0
latvia	kuwait	0.0
latvia	kyrgyzstan	0.0
latvia	latvia	12.556053811659194
latvia	lebanon	0.0
latvia	libya	0.0
latvia	lithuania	0.2242152466367713
latvia	luxembourg	3.587443946188341
latvia	macau	0.0
latvia	macedonia	0.0
latvia	malaysia	0.2242152466367713
latvia	malta	0.2242152466367713
latvia	mauritius	0.0
latvia	mexico	0.0
latvia	moldova	0.0
latvia	mongolia	0.0
latvia	morocco	0.2242152466367713
latvia	myanmar	0.0
latvia	namibia	0.0
latvia	nepal	0.0
latvia	netherlands	1.1210762331838564
latvia	new zealand	0.2242152466367713
latvia	niger	0.0
latvia	nigeria	0.0
latvia	north macedonia	0.0
latvia	norway	0.672645739910314
latvia	oman	0.0
latvia	pakistan	0.0
latvia	palestinian territory	0.0
latvia	panama	0.0
latvia	paraguay	0.0
latvia	peru	0.0
latvia	philippines	0.0
latvia	poland	0.672645739910314
latvia	portugal	1.1210762331838564
latvia	qatar	0.672645739910314
latvia	reunion	0.0
latvia	romania	0.672645739910314
latvia	russia	0.8968609865470852
latvia	rwanda	0.0
latvia	saint martin	0.0
latvia	saudi arabia	0.0
latvia	senegal	0.0
latvia	serbia	0.2242152466367713
latvia	singapore	1.7937219730941705
latvia	slovakia	0.2242152466367713
latvia	slovenia	0.8968609865470852
latvia	south africa	0.0
latvia	spain	1.345291479820628
latvia	sri lanka	0.0
latvia	sweden	5.15695067264574
latvia	switzerland	0.672645739910314
latvia	syria	0.0
latvia	taiwan	0.4484304932735426
latvia	thailand	0.0
latvia	togo	0.0
latvia	tunisia	0.0
latvia	turkey	0.4484304932735426
latvia	uganda	0.0
latvia	ukraine	0.0
latvia	united arab emirates	0.2242152466367713
latvia	united kingdom	10.762331838565023
latvia	united states	13.004484304932735
latvia	uruguay	0.0
latvia	uzbekistan	0.0
latvia	vietnam	0.0
latvia	yemen	0.0
latvia	zambia	0.2242152466367713
latvia	zimbabwe	0.0
lebanon	algeria	1.0204081632653061
lebanon	anguilla	0.0
lebanon	argentina	0.0
lebanon	armenia	0.0
lebanon	australia	0.5102040816326531
lebanon	austria	0.0
lebanon	azerbaijan	0.0
lebanon	bahrain	0.0
lebanon	bangladesh	0.0
lebanon	belarus	0.0
lebanon	belgium	0.5102040816326531
lebanon	bosnia and herzegovina	0.0
lebanon	botswana	0.0
lebanon	brazil	0.0
lebanon	brunei	0.0
lebanon	bulgaria	0.0
lebanon	burkina faso	0.0
lebanon	cambodia	0.0
lebanon	cameroon	0.0
lebanon	canada	6.63265306122449
lebanon	cape verde	0.0
lebanon	chile	0.0
lebanon	china	3.5714285714285716
lebanon	colombia	0.0
lebanon	costa rica	0.0
lebanon	croatia	0.0
lebanon	cuba	0.0
lebanon	cyprus	0.0
lebanon	czech republic	0.0
lebanon	czechia	0.0
lebanon	denmark	1.530612244897959
lebanon	djibouti	0.0
lebanon	ecuador	0.0
lebanon	egypt	4.081632653061225
lebanon	equatorial guinea	0.0
lebanon	estonia	0.0
lebanon	ethiopia	0.0
lebanon	fiji	0.0
lebanon	finland	0.0
lebanon	france	3.061224489795918
lebanon	gabon	0.0
lebanon	germany	7.653061224489796
lebanon	ghana	0.0
lebanon	greece	0.0
lebanon	guadeloupe	0.0
lebanon	guatemala	0.0
lebanon	guinea	0.0
lebanon	haiti	0.0
lebanon	hong kong	0.0
lebanon	hungary	0.0
lebanon	iceland	0.0
lebanon	india	0.5102040816326531
lebanon	indonesia	0.0
lebanon	iran	0.5102040816326531
lebanon	iraq	0.0
lebanon	ireland	0.5102040816326531
lebanon	israel	1.0204081632653061
lebanon	italy	5.612244897959184
lebanon	jamaica	0.0
lebanon	japan	1.0204081632653061
lebanon	jersey	0.0
lebanon	jordan	0.5102040816326531
lebanon	kazakhstan	0.0
lebanon	kenya	0.0
lebanon	korea	0.0
lebanon	kosovo	0.0
lebanon	kuwait	0.0
lebanon	kyrgyzstan	0.0
lebanon	latvia	0.0
lebanon	lebanon	10.714285714285714
lebanon	libya	0.0
lebanon	lithuania	0.0
lebanon	luxembourg	0.0
lebanon	macau	0.0
lebanon	macedonia	0.0
lebanon	malaysia	1.0204081632653061
lebanon	malta	0.0
lebanon	mauritius	0.0
lebanon	mexico	0.0
lebanon	moldova	0.0
lebanon	mongolia	0.0
lebanon	morocco	2.0408163265306123
lebanon	myanmar	0.0
lebanon	namibia	0.0
lebanon	nepal	0.0
lebanon	netherlands	0.0
lebanon	new zealand	0.5102040816326531
lebanon	niger	0.0
lebanon	nigeria	0.0
lebanon	north macedonia	0.0
lebanon	norway	0.0
lebanon	oman	0.0
lebanon	pakistan	0.0
lebanon	palestinian territory	0.0
lebanon	panama	0.0
lebanon	paraguay	0.0
lebanon	peru	0.0
lebanon	philippines	0.0
lebanon	poland	0.0
lebanon	portugal	0.0
lebanon	qatar	9.693877551020408
lebanon	reunion	0.0
lebanon	romania	0.0
lebanon	russia	0.0
lebanon	rwanda	0.0
lebanon	saint martin	0.0
lebanon	saudi arabia	0.0
lebanon	senegal	0.0
lebanon	serbia	0.0
lebanon	singapore	1.530612244897959
lebanon	slovakia	0.0
lebanon	slovenia	0.0
lebanon	south africa	0.0
lebanon	spain	2.0408163265306123
lebanon	sri lanka	0.0
lebanon	sweden	1.530612244897959
lebanon	switzerland	1.0204081632653061
lebanon	syria	0.0
lebanon	taiwan	1.0204081632653061
lebanon	thailand	0.0
lebanon	togo	0.0
lebanon	tunisia	1.0204081632653061
lebanon	turkey	2.0408163265306123
lebanon	uganda	0.0
lebanon	ukraine	0.0
lebanon	united arab emirates	7.653061224489796
lebanon	united kingdom	5.1020408163265305
lebanon	united states	14.795918367346939
lebanon	uruguay	0.0
lebanon	uzbekistan	0.0
lebanon	vietnam	0.0
lebanon	yemen	0.0
lebanon	zambia	0.0
lebanon	zimbabwe	0.0
libya	algeria	0.0
libya	anguilla	0.0
libya	argentina	0.0
libya	armenia	0.0
libya	australia	0.0
libya	austria	0.0
libya	azerbaijan	0.0
libya	bahrain	0.0
libya	bangladesh	0.0
libya	belarus	0.0
libya	belgium	0.0
libya	bosnia and herzegovina	0.0
libya	botswana	0.0
libya	brazil	0.0
libya	brunei	0.0
libya	bulgaria	0.0
libya	burkina faso	0.0
libya	cambodia	0.0
libya	cameroon	0.0
libya	canada	0.0
libya	cape verde	0.0
libya	chile	0.0
libya	china	0.0
libya	colombia	0.0
libya	costa rica	0.0
libya	croatia	0.0
libya	cuba	0.0
libya	cyprus	0.0
libya	czech republic	0.0
libya	czechia	0.0
libya	denmark	0.0
libya	djibouti	0.0
libya	ecuador	0.0
libya	egypt	0.0
libya	equatorial guinea	0.0
libya	estonia	0.0
libya	ethiopia	0.0
libya	fiji	0.0
libya	finland	0.0
libya	france	0.0
libya	gabon	0.0
libya	germany	0.0
libya	ghana	0.0
libya	greece	0.0
libya	guadeloupe	0.0
libya	guatemala	0.0
libya	guinea	0.0
libya	haiti	0.0
libya	hong kong	0.0
libya	hungary	0.0
libya	iceland	0.0
libya	india	0.0
libya	indonesia	0.0
libya	iran	0.0
libya	iraq	0.0
libya	ireland	0.0
libya	israel	0.0
libya	italy	0.0
libya	jamaica	0.0
libya	japan	0.0
libya	jersey	0.0
libya	jordan	0.0
libya	kazakhstan	0.0
libya	kenya	0.0
libya	korea	0.0
libya	kosovo	0.0
libya	kuwait	0.0
libya	kyrgyzstan	0.0
libya	latvia	0.0
libya	lebanon	0.0
libya	libya	0.0
libya	lithuania	0.0
libya	luxembourg	0.0
libya	macau	0.0
libya	macedonia	0.0
libya	malaysia	0.0
libya	malta	0.0
libya	mauritius	0.0
libya	mexico	0.0
libya	moldova	0.0
libya	mongolia	0.0
libya	morocco	0.0
libya	myanmar	0.0
libya	namibia	0.0
libya	nepal	0.0
libya	netherlands	0.0
libya	new zealand	0.0
libya	niger	0.0
libya	nigeria	0.0
libya	north macedonia	0.0
libya	norway	0.0
libya	oman	0.0
libya	pakistan	0.0
libya	palestinian territory	0.0
libya	panama	0.0
libya	paraguay	0.0
libya	peru	0.0
libya	philippines	0.0
libya	poland	0.0
libya	portugal	0.0
libya	qatar	0.0
libya	reunion	0.0
libya	romania	0.0
libya	russia	0.0
libya	rwanda	0.0
libya	saint martin	0.0
libya	saudi arabia	0.0
libya	senegal	0.0
libya	serbia	0.0
libya	singapore	0.0
libya	slovakia	0.0
libya	slovenia	0.0
libya	south africa	0.0
libya	spain	0.0
libya	sri lanka	0.0
libya	sweden	0.0
libya	switzerland	0.0
libya	syria	0.0
libya	taiwan	0.0
libya	thailand	0.0
libya	togo	0.0
libya	tunisia	0.0
libya	turkey	0.0
libya	uganda	0.0
libya	ukraine	0.0
libya	united arab emirates	0.0
libya	united kingdom	0.0
libya	united states	0.0
libya	uruguay	0.0
libya	uzbekistan	0.0
libya	vietnam	0.0
libya	yemen	0.0
libya	zambia	0.0
libya	zimbabwe	0.0
lithuania	algeria	0.0
lithuania	anguilla	0.0
lithuania	argentina	0.0
lithuania	armenia	0.0
lithuania	australia	5.504587155963303
lithuania	austria	0.0
lithuania	azerbaijan	0.0
lithuania	bahrain	0.0
lithuania	bangladesh	0.0
lithuania	belarus	0.0
lithuania	belgium	4.587155963302752
lithuania	bosnia and herzegovina	0.0
lithuania	botswana	0.0
lithuania	brazil	1.834862385321101
lithuania	brunei	0.0
lithuania	bulgaria	1.834862385321101
lithuania	burkina faso	0.0
lithuania	cambodia	0.0
lithuania	cameroon	0.0
lithuania	canada	1.834862385321101
lithuania	cape verde	0.0
lithuania	chile	0.0
lithuania	china	1.834862385321101
lithuania	colombia	0.0
lithuania	costa rica	0.9174311926605505
lithuania	croatia	0.0
lithuania	cuba	0.0
lithuania	cyprus	0.9174311926605505
lithuania	czech republic	3.669724770642202
lithuania	czechia	0.0
lithuania	denmark	1.834862385321101
lithuania	djibouti	0.0
lithuania	ecuador	0.0
lithuania	egypt	0.0
lithuania	equatorial guinea	0.0
lithuania	estonia	0.9174311926605505
lithuania	ethiopia	0.0
lithuania	fiji	0.0
lithuania	finland	1.834862385321101
lithuania	france	2.7522935779816513
lithuania	gabon	0.0
lithuania	germany	9.174311926605505
lithuania	ghana	0.0
lithuania	greece	1.834862385321101
lithuania	guadeloupe	0.0
lithuania	guatemala	0.0
lithuania	guinea	0.0
lithuania	haiti	0.0
lithuania	hong kong	0.9174311926605505
lithuania	hungary	1.834862385321101
lithuania	iceland	0.0
lithuania	india	0.9174311926605505
lithuania	indonesia	0.0
lithuania	iran	0.0
lithuania	iraq	0.0
lithuania	ireland	1.834862385321101
lithuania	israel	3.669724770642202
lithuania	italy	4.587155963302752
lithuania	jamaica	0.0
lithuania	japan	0.0
lithuania	jersey	0.0
lithuania	jordan	0.0
lithuania	kazakhstan	0.0
lithuania	kenya	0.0
lithuania	korea	0.0
lithuania	kosovo	0.0
lithuania	kuwait	0.0
lithuania	kyrgyzstan	0.0
lithuania	latvia	0.9174311926605505
lithuania	lebanon	0.0
lithuania	libya	0.0
lithuania	lithuania	4.587155963302752
lithuania	luxembourg	0.0
lithuania	macau	0.0
lithuania	macedonia	0.0
lithuania	malaysia	0.0
lithuania	malta	0.9174311926605505
lithuania	mauritius	0.0
lithuania	mexico	0.0
lithuania	moldova	0.0
lithuania	mongolia	0.9174311926605505
lithuania	morocco	0.0
lithuania	myanmar	0.0
lithuania	namibia	0.0
lithuania	nepal	0.0
lithuania	netherlands	1.834862385321101
lithuania	new zealand	0.0
lithuania	niger	0.0
lithuania	nigeria	0.0
lithuania	north macedonia	0.0
lithuania	norway	0.0
lithuania	oman	0.0
lithuania	pakistan	1.834862385321101
lithuania	palestinian territory	0.0
lithuania	panama	0.0
lithuania	paraguay	0.0
lithuania	peru	0.0
lithuania	philippines	0.0
lithuania	poland	0.9174311926605505
lithuania	portugal	0.0
lithuania	qatar	0.0
lithuania	reunion	0.0
lithuania	romania	0.0
lithuania	russia	0.0
lithuania	rwanda	0.0
lithuania	saint martin	0.0
lithuania	saudi arabia	0.0
lithuania	senegal	0.0
lithuania	serbia	0.9174311926605505
lithuania	singapore	2.7522935779816513
lithuania	slovakia	0.0
lithuania	slovenia	0.0
lithuania	south africa	0.0
lithuania	spain	0.9174311926605505
lithuania	sri lanka	0.0
lithuania	sweden	5.504587155963303
lithuania	switzerland	1.834862385321101
lithuania	syria	0.0
lithuania	taiwan	0.0
lithuania	thailand	0.0
lithuania	togo	0.0
lithuania	tunisia	0.0
lithuania	turkey	1.834862385321101
lithuania	uganda	0.0
lithuania	ukraine	0.0
lithuania	united arab emirates	0.0
lithuania	united kingdom	7.339449541284404
lithuania	united states	11.926605504587156
lithuania	uruguay	0.0
lithuania	uzbekistan	0.0
lithuania	vietnam	0.0
lithuania	yemen	0.0
lithuania	zambia	0.0
lithuania	zimbabwe	0.0
luxembourg	algeria	0.0
luxembourg	anguilla	0.0
luxembourg	argentina	0.0
luxembourg	armenia	0.0
luxembourg	australia	3.289473684210526
luxembourg	austria	0.6578947368421053
luxembourg	azerbaijan	0.0
luxembourg	bahrain	0.0
luxembourg	bangladesh	0.0
luxembourg	belarus	0.0
luxembourg	belgium	1.9736842105263157
luxembourg	bosnia and herzegovina	0.0
luxembourg	botswana	0.0
luxembourg	brazil	0.0
luxembourg	brunei	0.0
luxembourg	bulgaria	1.3157894736842106
luxembourg	burkina faso	0.0
luxembourg	cambodia	0.0
luxembourg	cameroon	0.0
luxembourg	canada	3.9473684210526314
luxembourg	cape verde	0.0
luxembourg	chile	0.0
luxembourg	china	2.6315789473684212
luxembourg	colombia	0.0
luxembourg	costa rica	0.0
luxembourg	croatia	1.3157894736842106
luxembourg	cuba	0.0
luxembourg	cyprus	0.0
luxembourg	czech republic	0.6578947368421053
luxembourg	czechia	0.0
luxembourg	denmark	1.3157894736842106
luxembourg	djibouti	0.0
luxembourg	ecuador	0.0
luxembourg	egypt	0.0
luxembourg	equatorial guinea	0.0
luxembourg	estonia	0.6578947368421053
luxembourg	ethiopia	0.0
luxembourg	fiji	0.0
luxembourg	finland	1.3157894736842106
luxembourg	france	5.2631578947368425
luxembourg	gabon	0.0
luxembourg	germany	6.578947368421052
luxembourg	ghana	0.0
luxembourg	greece	1.3157894736842106
luxembourg	guadeloupe	0.0
luxembourg	guatemala	0.0
luxembourg	guinea	0.0
luxembourg	haiti	0.0
luxembourg	hong kong	0.0
luxembourg	hungary	1.3157894736842106
luxembourg	iceland	0.6578947368421053
luxembourg	india	0.0
luxembourg	indonesia	0.0
luxembourg	iran	0.0
luxembourg	iraq	0.0
luxembourg	ireland	1.9736842105263157
luxembourg	israel	2.6315789473684212
luxembourg	italy	5.921052631578948
luxembourg	jamaica	0.0
luxembourg	japan	3.289473684210526
luxembourg	jersey	0.0
luxembourg	jordan	0.0
luxembourg	kazakhstan	0.0
luxembourg	kenya	0.0
luxembourg	korea	0.0
luxembourg	kosovo	0.0
luxembourg	kuwait	0.0
luxembourg	kyrgyzstan	0.0
luxembourg	latvia	0.6578947368421053
luxembourg	lebanon	0.0
luxembourg	libya	0.0
luxembourg	lithuania	0.6578947368421053
luxembourg	luxembourg	6.578947368421052
luxembourg	macau	0.0
luxembourg	macedonia	0.0
luxembourg	malaysia	0.0
luxembourg	malta	0.6578947368421053
luxembourg	mauritius	0.0
luxembourg	mexico	0.0
luxembourg	moldova	0.0
luxembourg	mongolia	0.0
luxembourg	morocco	0.0
luxembourg	myanmar	0.0
luxembourg	namibia	0.0
luxembourg	nepal	0.0
luxembourg	netherlands	3.289473684210526
luxembourg	new zealand	0.0
luxembourg	niger	0.0
luxembourg	nigeria	0.0
luxembourg	north macedonia	0.0
luxembourg	norway	1.3157894736842106
luxembourg	oman	0.0
luxembourg	pakistan	0.0
luxembourg	palestinian territory	0.0
luxembourg	panama	0.0
luxembourg	paraguay	0.0
luxembourg	peru	0.0
luxembourg	philippines	0.0
luxembourg	poland	0.6578947368421053
luxembourg	portugal	1.3157894736842106
luxembourg	qatar	0.0
luxembourg	reunion	0.0
luxembourg	romania	0.6578947368421053
luxembourg	russia	0.0
luxembourg	rwanda	0.0
luxembourg	saint martin	0.0
luxembourg	saudi arabia	0.0
luxembourg	senegal	0.0
luxembourg	serbia	0.6578947368421053
luxembourg	singapore	0.6578947368421053
luxembourg	slovakia	0.6578947368421053
luxembourg	slovenia	0.6578947368421053
luxembourg	south africa	0.0
luxembourg	spain	3.9473684210526314
luxembourg	sri lanka	0.0
luxembourg	sweden	2.6315789473684212
luxembourg	switzerland	1.3157894736842106
luxembourg	syria	0.0
luxembourg	taiwan	0.0
luxembourg	thailand	0.0
luxembourg	togo	0.0
luxembourg	tunisia	0.0
luxembourg	turkey	0.6578947368421053
luxembourg	uganda	0.0
luxembourg	ukraine	0.0
luxembourg	united arab emirates	0.0
luxembourg	united kingdom	9.210526315789474
luxembourg	united states	15.131578947368421
luxembourg	uruguay	0.0
luxembourg	uzbekistan	0.0
luxembourg	vietnam	0.0
luxembourg	yemen	0.0
luxembourg	zambia	0.6578947368421053
luxembourg	zimbabwe	0.0
macau	algeria	0.0
macau	anguilla	0.0
macau	argentina	0.8130081300813008
macau	armenia	0.0
macau	australia	2.4390243902439024
macau	austria	0.0
macau	azerbaijan	0.0
macau	bahrain	0.0
macau	bangladesh	0.0
macau	belarus	0.0
macau	belgium	0.0
macau	bosnia and herzegovina	0.0
macau	botswana	0.0
macau	brazil	0.0
macau	brunei	0.0
macau	bulgaria	0.0
macau	burkina faso	0.0
macau	cambodia	0.0
macau	cameroon	0.0
macau	canada	4.065040650406504
macau	cape verde	0.0
macau	chile	0.0
macau	china	12.195121951219512
macau	colombia	0.0
macau	costa rica	0.0
macau	croatia	0.0
macau	cuba	0.0
macau	cyprus	0.0
macau	czech republic	0.0
macau	czechia	0.0
macau	denmark	0.0
macau	djibouti	0.0
macau	ecuador	0.0
macau	egypt	0.0
macau	equatorial guinea	0.0
macau	estonia	0.0
macau	ethiopia	0.0
macau	fiji	0.0
macau	finland	0.0
macau	france	4.878048780487805
macau	gabon	0.0
macau	germany	9.75609756097561
macau	ghana	0.0
macau	greece	0.0
macau	guadeloupe	0.0
macau	guatemala	0.0
macau	guinea	0.0
macau	haiti	0.0
macau	hong kong	5.691056910569106
macau	hungary	0.0
macau	iceland	0.0
macau	india	0.8130081300813008
macau	indonesia	0.0
macau	iran	0.0
macau	iraq	0.0
macau	ireland	3.252032520325203
macau	israel	0.8130081300813008
macau	italy	2.4390243902439024
macau	jamaica	0.0
macau	japan	6.504065040650406
macau	jersey	0.8130081300813008
macau	jordan	0.0
macau	kazakhstan	0.0
macau	kenya	0.0
macau	korea	0.8130081300813008
macau	kosovo	0.0
macau	kuwait	0.0
macau	kyrgyzstan	0.0
macau	latvia	0.0
macau	lebanon	0.0
macau	libya	0.0
macau	lithuania	0.0
macau	luxembourg	0.0
macau	macau	6.504065040650406
macau	macedonia	0.0
macau	malaysia	0.0
macau	malta	0.0
macau	mauritius	0.0
macau	mexico	0.0
macau	moldova	0.0
macau	mongolia	0.0
macau	morocco	0.0
macau	myanmar	0.0
macau	namibia	0.0
macau	nepal	0.0
macau	netherlands	0.8130081300813008
macau	new zealand	0.0
macau	niger	0.0
macau	nigeria	0.0
macau	north macedonia	0.0
macau	norway	0.0
macau	oman	0.0
macau	pakistan	0.0
macau	palestinian territory	0.0
macau	panama	0.0
macau	paraguay	0.0
macau	peru	0.0
macau	philippines	0.0
macau	poland	0.0
macau	portugal	0.8130081300813008
macau	qatar	0.8130081300813008
macau	reunion	0.0
macau	romania	0.0
macau	russia	0.8130081300813008
macau	rwanda	0.0
macau	saint martin	0.0
macau	saudi arabia	0.0
macau	senegal	0.0
macau	serbia	0.0
macau	singapore	4.065040650406504
macau	slovakia	0.0
macau	slovenia	0.0
macau	south africa	0.0
macau	spain	1.6260162601626016
macau	sri lanka	0.0
macau	sweden	1.6260162601626016
macau	switzerland	0.8130081300813008
macau	syria	0.0
macau	taiwan	0.8130081300813008
macau	thailand	0.0
macau	togo	0.0
macau	tunisia	0.0
macau	turkey	0.0
macau	uganda	0.0
macau	ukraine	0.0
macau	united arab emirates	0.0
macau	united kingdom	10.56910569105691
macau	united states	15.447154471544716
macau	uruguay	0.0
macau	uzbekistan	0.0
macau	vietnam	0.0
macau	yemen	0.0
macau	zambia	0.0
macau	zimbabwe	0.0
macedonia	algeria	0.0
macedonia	anguilla	0.0
macedonia	argentina	0.0
macedonia	armenia	0.0
macedonia	australia	4.918032786885246
macedonia	austria	0.0
macedonia	azerbaijan	0.0
macedonia	bahrain	0.0
macedonia	bangladesh	0.0
macedonia	belarus	0.0
macedonia	belgium	1.639344262295082
macedonia	bosnia and herzegovina	0.0
macedonia	botswana	0.0
macedonia	brazil	1.639344262295082
macedonia	brunei	0.0
macedonia	bulgaria	3.278688524590164
macedonia	burkina faso	0.0
macedonia	cambodia	0.0
macedonia	cameroon	0.0
macedonia	canada	4.918032786885246
macedonia	cape verde	0.0
macedonia	chile	0.0
macedonia	china	0.0
macedonia	colombia	0.0
macedonia	costa rica	0.0
macedonia	croatia	3.278688524590164
macedonia	cuba	0.0
macedonia	cyprus	1.639344262295082
macedonia	czech republic	1.639344262295082
macedonia	czechia	0.0
macedonia	denmark	1.639344262295082
macedonia	djibouti	0.0
macedonia	ecuador	0.0
macedonia	egypt	0.0
macedonia	equatorial guinea	0.0
macedonia	estonia	0.0
macedonia	ethiopia	0.0
macedonia	fiji	0.0
macedonia	finland	3.278688524590164
macedonia	france	4.918032786885246
macedonia	gabon	0.0
macedonia	germany	3.278688524590164
macedonia	ghana	0.0
macedonia	greece	4.918032786885246
macedonia	guadeloupe	0.0
macedonia	guatemala	0.0
macedonia	guinea	0.0
macedonia	haiti	0.0
macedonia	hong kong	0.0
macedonia	hungary	0.0
macedonia	iceland	1.639344262295082
macedonia	india	0.0
macedonia	indonesia	0.0
macedonia	iran	0.0
macedonia	iraq	0.0
macedonia	ireland	4.918032786885246
macedonia	israel	0.0
macedonia	italy	4.918032786885246
macedonia	jamaica	0.0
macedonia	japan	0.0
macedonia	jersey	0.0
macedonia	jordan	0.0
macedonia	kazakhstan	0.0
macedonia	kenya	0.0
macedonia	korea	0.0
macedonia	kosovo	0.0
macedonia	kuwait	0.0
macedonia	kyrgyzstan	0.0
macedonia	latvia	0.0
macedonia	lebanon	0.0
macedonia	libya	0.0
macedonia	lithuania	1.639344262295082
macedonia	luxembourg	0.0
macedonia	macau	0.0
macedonia	macedonia	1.639344262295082
macedonia	malaysia	0.0
macedonia	malta	1.639344262295082
macedonia	mauritius	0.0
macedonia	mexico	0.0
macedonia	moldova	0.0
macedonia	mongolia	1.639344262295082
macedonia	morocco	0.0
macedonia	myanmar	0.0
macedonia	namibia	0.0
macedonia	nepal	0.0
macedonia	netherlands	4.918032786885246
macedonia	new zealand	0.0
macedonia	niger	0.0
macedonia	nigeria	0.0
macedonia	north macedonia	0.0
macedonia	norway	0.0
macedonia	oman	0.0
macedonia	pakistan	0.0
macedonia	palestinian territory	0.0
macedonia	panama	0.0
macedonia	paraguay	0.0
macedonia	peru	0.0
macedonia	philippines	0.0
macedonia	poland	0.0
macedonia	portugal	0.0
macedonia	qatar	3.278688524590164
macedonia	reunion	0.0
macedonia	romania	1.639344262295082
macedonia	russia	0.0
macedonia	rwanda	0.0
macedonia	saint martin	0.0
macedonia	saudi arabia	0.0
macedonia	senegal	0.0
macedonia	serbia	0.0
macedonia	singapore	0.0
macedonia	slovakia	0.0
